return_id,order_item_id,request_date,days_since_purchase,receipt_flag,item_condition,return_reason,label
1944,3233,2024-09-04,33,1,new,Too small,needs_review
1945,447,2025-08-28,41,0,new,Too small,ineligible
1946,2934,2025-01-19,48,1,tried-on,Changed mind,ineligible
1947,6874,2024-08-13,36,1,new,Too small,eligible
1948,13432,2025-05-21,42,1,tried-on,Too large,ineligible
1949,15998,2024-08-20,44,1,tried-on,No reason,ineligible
1950,916,2024-01-28,11,0,new,Defective,ineligible
1951,7172,2024-03-03,24,1,new,Too large,eligible
1952,3199,2024-08-09,9,1,new,No reason,eligible
1953,3477,2025-10-23,40,1,new,No reason,ineligible
1954,8506,2025-09-24,46,1,tried-on,Changed mind,ineligible
1955,6717,2023-11-30,18,1,new,Wrong item,eligible
1956,4778,2025-09-30,37,1,tried-on,Changed mind,needs_review
1957,3481,2025-11-06,9,1,new,Too small,eligible
1958,1436,2025-06-29,28,1,new,Changed mind,eligible
1959,4085,2024-05-13,8,0,new,Too small,needs_review
1960,9907,2025-07-11,42,1,tried-on,Wrong item,ineligible
1961,11996,2025-03-11,54,1,new,No reason,eligible
1962,14532,2025-03-03,49,1,new,Wrong item,ineligible
1963,9001,2024-03-15,25,1,new,No reason,eligible
1964,14074,2025-01-19,1,1,tried-on,Defective,ineligible
1965,1083,2024-06-08,15,1,new,Too small,eligible
1966,42,2025-10-20,36,1,new,Wrong item,needs_review
1967,14251,2025-07-28,27,1,tried-on,Too small,eligible
1968,15765,2024-04-17,59,1,new,No reason,ineligible
1969,15489,2025-11-21,49,1,new,Wrong item,ineligible
1970,4661,2025-10-27,60,1,worn,Defective,ineligible
1971,3244,2024-05-15,22,1,new,Too small,eligible
1972,9390,2024-04-18,27,1,worn,Changed mind,ineligible
1973,3532,2024-11-13,6,1,new,Defective,eligible
1974,10503,2024-04-06,11,1,new,No reason,eligible
1975,7708,2024-09-04,28,1,tried-on,No reason,eligible
1976,2199,2024-11-24,51,1,new,Too small,ineligible
1977,4382,2025-09-28,1,1,new,Defective,eligible
1978,12313,2025-02-09,48,1,tried-on,Changed mind,eligible
1979,1010,2025-02-05,28,1,worn,Defective,ineligible
1980,12039,2025-12-13,38,1,new,Too large,ineligible
1981,15802,2025-06-21,12,1,new,No reason,eligible
1982,13947,2024-04-01,54,1,tried-on,No reason,ineligible
1983,12431,2024-07-25,45,1,new,Changed mind,ineligible
1984,2779,2025-08-18,0,1,tried-on,Defective,eligible
1985,11615,2025-05-13,4,1,tried-on,Changed mind,eligible
1986,10466,2025-07-25,29,1,new,Wrong item,eligible
1987,7627,2025-04-05,56,1,new,Too large,ineligible
1988,393,2024-09-27,4,1,new,Wrong item,eligible
1989,8014,2024-04-01,41,1,tried-on,Wrong item,ineligible
1990,449,2025-02-18,3,1,new,Wrong item,eligible
1991,13034,2025-07-20,35,1,new,Defective,needs_review
1992,3296,2025-02-16,60,1,worn,Wrong item,ineligible
1993,14458,2024-03-26,5,1,new,No reason,eligible
1994,12102,2025-02-19,53,1,tried-on,Wrong item,ineligible
1995,15922,2024-11-10,60,1,new,Changed mind,ineligible
1996,7632,2024-01-02,4,1,tried-on,Too small,eligible
1997,8008,2024-06-18,4,1,new,Changed mind,eligible
1998,9258,2025-10-29,17,0,worn,Too small,ineligible
1999,3501,2025-10-11,42,1,new,Too small,ineligible
2000,7668,2025-01-16,60,1,new,Defective,ineligible
2001,4565,2025-04-01,54,1,tried-on,Wrong item,ineligible
2002,4545,2025-01-23,55,1,worn,Defective,ineligible
2003,4665,2025-10-05,31,1,new,Wrong item,ineligible
2004,10090,2024-11-04,20,0,new,Defective,needs_review
2005,13157,2024-08-05,22,1,new,Changed mind,eligible
2006,15448,2024-04-26,18,0,new,No reason,needs_review
2007,11613,2025-02-06,53,1,new,Defective,ineligible
2008,3479,2025-11-24,27,1,new,Wrong item,eligible
2009,1636,2025-12-29,55,0,tried-on,Too large,ineligible
2010,9925,2024-05-27,9,1,worn,Wrong item,ineligible
2011,7651,2025-10-26,19,1,new,Too small,eligible
2012,11326,2025-09-12,1,1,tried-on,No reason,eligible
2013,7546,2024-09-03,41,1,tried-on,Wrong item,eligible
2014,14406,2025-07-26,51,1,new,Too small,ineligible
2015,227,2025-08-31,37,1,new,Too small,ineligible
2016,8542,2024-05-23,56,1,worn,Wrong item,ineligible
2017,9033,2024-04-07,15,1,new,Changed mind,eligible
2018,4001,2025-10-10,20,1,new,Too large,eligible
2019,3995,2025-03-26,26,1,worn,Defective,ineligible
2020,7094,2024-10-22,55,1,tried-on,Too small,ineligible
2021,6642,2025-11-03,20,0,new,Wrong item,needs_review
2022,7494,2025-03-17,37,1,new,Too small,needs_review
2023,15074,2025-03-12,12,1,new,Defective,eligible
2024,6812,2024-08-07,8,1,new,Wrong item,eligible
2025,14948,2024-03-19,59,1,worn,No reason,ineligible
2026,13304,2025-09-28,60,1,tried-on,Changed mind,ineligible
2027,521,2025-08-16,19,1,new,No reason,needs_review
2028,15035,2025-05-10,44,0,damaged,Changed mind,ineligible
2029,5338,2024-09-29,29,0,new,Too large,ineligible
2030,13977,2024-05-22,54,1,tried-on,Too large,eligible
2031,130,2024-08-17,24,1,tried-on,Wrong item,eligible
2032,10769,2025-12-17,53,1,new,No reason,ineligible
2033,7907,2024-09-23,9,1,new,Too small,eligible
2034,7407,2024-04-07,14,1,tried-on,Wrong item,eligible
2035,3083,2025-01-01,35,1,damaged,Too large,ineligible
2036,3088,2024-05-21,21,1,worn,Too large,ineligible
2037,851,2024-12-30,15,0,worn,Changed mind,ineligible
2038,6918,2024-07-07,28,0,tried-on,Too large,needs_review
2039,4836,2025-04-28,16,1,worn,Defective,ineligible
2040,4930,2025-09-29,34,1,tried-on,Too large,needs_review
2041,3874,2024-11-09,27,1,new,Changed mind,ineligible
2042,12582,2024-05-03,52,1,new,Changed mind,ineligible
2043,1316,2025-08-25,44,1,new,Too small,ineligible
2044,8803,2025-01-07,19,1,new,Changed mind,needs_review
2045,4495,2025-07-22,9,1,new,Changed mind,eligible
2046,5420,2024-03-04,10,1,new,Changed mind,eligible
2047,15388,2025-04-10,35,1,new,Too large,needs_review
2048,10625,2025-01-14,50,1,new,Wrong item,ineligible
2049,990,2025-06-02,23,1,new,Defective,eligible
2050,13043,2025-03-31,34,1,tried-on,Defective,ineligible
2051,5747,2024-09-08,40,1,tried-on,Wrong item,ineligible
2052,13282,2025-06-08,19,1,new,No reason,eligible
2053,13444,2024-12-21,12,1,tried-on,No reason,eligible
2054,9153,2025-03-31,60,1,new,Changed mind,ineligible
2055,7190,2024-11-30,38,1,tried-on,Wrong item,ineligible
2056,1772,2024-09-23,21,1,new,Defective,eligible
2057,12731,2023-11-10,1,0,tried-on,Changed mind,needs_review
2058,11335,2025-10-06,18,1,damaged,Too small,ineligible
2059,9225,2024-02-20,57,1,new,Too small,ineligible
2060,8508,2023-12-03,20,1,new,Wrong item,needs_review
2061,9258,2025-10-12,0,0,tried-on,Too large,needs_review
2062,14769,2024-07-02,60,0,new,Wrong item,ineligible
2063,10592,2025-03-25,33,1,new,Changed mind,needs_review
2064,6924,2025-04-02,4,1,tried-on,Too small,eligible
2065,11574,2023-12-28,23,1,tried-on,Too large,ineligible
2066,1966,2023-12-31,35,0,new,No reason,needs_review
2067,1849,2024-05-06,60,1,damaged,Changed mind,ineligible
2068,1844,2025-07-22,34,1,new,Wrong item,ineligible
2069,5515,2024-12-13,24,1,new,Changed mind,eligible
2070,14643,2025-05-03,9,1,new,Wrong item,eligible
2071,13031,2024-09-24,10,1,tried-on,No reason,eligible
2072,15421,2024-02-18,40,1,tried-on,Too small,ineligible
2073,9630,2025-09-08,29,1,tried-on,No reason,eligible
2074,2166,2025-09-12,22,1,new,Wrong item,ineligible
2075,7611,2025-01-17,14,1,new,Changed mind,eligible
2076,631,2025-11-01,36,1,tried-on,Defective,eligible
2077,6786,2025-02-04,18,1,tried-on,No reason,eligible
2078,9554,2025-08-23,6,1,new,Too small,eligible
2079,14099,2025-05-07,15,1,tried-on,Too small,needs_review
2080,13531,2025-03-14,6,1,new,Changed mind,eligible
2081,10544,2024-08-08,58,1,new,Defective,ineligible
2082,11955,2024-10-14,55,0,tried-on,No reason,ineligible
2083,14586,2024-07-04,10,1,new,Changed mind,eligible
2084,2319,2024-10-08,49,0,new,Wrong item,ineligible
2085,4288,2025-09-14,39,1,damaged,Changed mind,ineligible
2086,6366,2025-03-15,43,1,new,Too large,ineligible
2087,3255,2025-08-20,29,1,new,Defective,eligible
2088,7746,2024-06-18,41,1,damaged,Too small,ineligible
2089,6083,2025-02-08,24,1,tried-on,Too small,eligible
2090,14514,2025-02-28,38,1,new,Changed mind,ineligible
2091,3044,2025-07-03,6,1,new,No reason,eligible
2092,9156,2024-09-06,60,1,new,Too large,ineligible
2093,5755,2024-08-04,3,1,tried-on,Too small,eligible
2094,11539,2025-08-11,44,1,new,Wrong item,ineligible
2095,14150,2025-07-04,27,1,new,Wrong item,eligible
2096,11004,2024-01-05,52,1,new,Changed mind,ineligible
2097,926,2025-12-01,51,1,new,Changed mind,ineligible
2098,10491,2025-10-07,24,1,new,Too small,eligible
2099,4410,2024-08-31,38,1,new,Too large,ineligible
2100,9594,2024-11-19,37,1,new,Changed mind,ineligible
2101,5056,2025-02-26,55,1,new,Too small,ineligible
2102,1873,2025-03-03,56,1,damaged,Defective,ineligible
2103,964,2023-12-29,43,1,tried-on,No reason,ineligible
2104,6691,2025-08-13,27,1,new,Too small,eligible
2105,3506,2024-08-11,36,1,new,Too small,ineligible
2106,4086,2024-06-05,31,1,damaged,Too small,ineligible
2107,3090,2024-11-24,33,1,new,Too large,needs_review
2108,15576,2024-12-02,51,1,tried-on,Defective,ineligible
2109,9054,2025-07-15,38,1,tried-on,Wrong item,ineligible
2110,3310,2025-06-27,2,1,new,Wrong item,eligible
2111,13964,2025-01-19,43,1,new,Defective,ineligible
2112,5915,2024-12-20,54,0,new,Defective,ineligible
2113,7379,2025-04-02,2,1,tried-on,Too small,eligible
2114,14473,2025-03-04,17,1,new,Wrong item,eligible
2115,15399,2024-01-24,46,1,new,No reason,ineligible
2116,818,2024-09-19,14,1,tried-on,Too small,eligible
2117,12787,2025-09-23,44,1,new,No reason,ineligible
2118,3319,2025-11-30,23,1,new,Too small,ineligible
2119,13441,2025-04-05,57,1,new,Too small,ineligible
2120,12995,2023-11-24,10,1,new,No reason,eligible
2121,3725,2024-05-04,7,1,new,Too small,eligible
2122,11435,2024-10-14,16,1,new,No reason,ineligible
2123,2476,2025-01-29,26,1,tried-on,Wrong item,ineligible
2124,8907,2024-09-13,44,1,new,Too large,ineligible
2125,10485,2025-08-11,39,1,new,Too small,ineligible
2126,3222,2024-11-16,35,1,tried-on,Wrong item,ineligible
2127,7373,2024-06-23,3,1,new,Defective,eligible
2128,3394,2025-04-25,58,1,new,No reason,ineligible
2129,3462,2024-12-25,41,1,new,Defective,ineligible
2130,6417,2025-07-17,56,1,new,Changed mind,ineligible
2131,8179,2025-04-30,21,1,tried-on,Too small,ineligible
2132,14714,2025-01-08,43,1,new,Too large,ineligible
2133,41,2024-03-08,36,0,new,Changed mind,needs_review
2134,8713,2025-08-25,35,1,tried-on,Defective,needs_review
2135,15042,2024-11-05,55,1,tried-on,Defective,ineligible
2136,4696,2024-08-15,20,1,tried-on,Wrong item,needs_review
2137,5798,2025-04-01,53,1,new,Too large,ineligible
2138,6351,2025-01-07,12,1,worn,Changed mind,ineligible
2139,15178,2025-07-11,22,1,new,Too large,eligible
2140,4012,2024-07-20,31,1,tried-on,No reason,needs_review
2141,7698,2024-10-03,54,1,new,Too small,ineligible
2142,12403,2024-07-15,26,1,new,Changed mind,ineligible
2143,4374,2024-03-22,22,1,new,Defective,eligible
2144,12982,2025-04-29,0,1,new,Wrong item,eligible
2145,4011,2024-06-26,7,1,new,Wrong item,eligible
2146,9792,2024-07-25,0,1,new,Too small,eligible
2147,10721,2025-08-17,58,1,new,Changed mind,ineligible
2148,2623,2024-06-10,36,1,tried-on,No reason,needs_review
2149,6129,2023-11-20,2,1,tried-on,Changed mind,eligible
2150,8766,2025-11-08,38,1,tried-on,Wrong item,eligible
2151,2172,2024-02-15,27,1,worn,Wrong item,ineligible
2152,3886,2025-10-26,31,1,new,Defective,needs_review
2153,6188,2024-07-12,38,0,new,No reason,ineligible
2154,1103,2024-06-26,11,1,new,Wrong item,eligible
2155,4471,2024-03-14,27,0,new,Wrong item,ineligible
2156,7724,2024-11-04,23,1,worn,Changed mind,ineligible
2157,4787,2025-11-10,55,1,new,Changed mind,ineligible
2158,14298,2024-07-09,32,1,tried-on,Wrong item,needs_review
2159,8948,2025-11-22,41,1,new,Changed mind,ineligible
2160,6479,2025-04-26,7,1,new,Wrong item,eligible
2161,9126,2024-04-08,2,0,new,Changed mind,needs_review
2162,15564,2024-07-24,34,1,new,Too small,ineligible
2163,10427,2024-05-04,49,1,new,Too small,ineligible
2164,3563,2025-10-30,47,1,new,Too small,ineligible
2165,8914,2025-10-29,49,1,new,Wrong item,ineligible
2166,14717,2024-04-05,42,1,damaged,Wrong item,ineligible
2167,10023,2025-08-21,12,1,worn,Changed mind,ineligible
2168,11982,2024-02-24,35,1,tried-on,Too small,needs_review
2169,6248,2024-12-13,45,1,tried-on,Wrong item,ineligible
2170,14991,2024-11-02,12,1,tried-on,Too large,eligible
2171,9396,2024-05-11,54,1,new,Wrong item,ineligible
2172,619,2024-04-22,52,1,new,Wrong item,ineligible
2173,3539,2025-01-16,28,0,tried-on,Wrong item,ineligible
2174,15025,2024-04-14,35,1,tried-on,No reason,ineligible
2175,9198,2024-08-20,59,1,new,Changed mind,ineligible
2176,13856,2024-06-27,43,1,tried-on,Too small,ineligible
2177,3017,2024-10-18,8,1,tried-on,Too large,eligible
2178,9898,2026-01-03,56,1,new,Wrong item,ineligible
2179,2994,2025-02-11,21,1,new,No reason,eligible
2180,566,2025-02-18,55,1,tried-on,Too small,ineligible
2181,12497,2024-04-24,26,1,new,No reason,eligible
2182,10022,2025-09-22,44,1,worn,Changed mind,ineligible
2183,13731,2024-06-20,56,1,new,Defective,ineligible
2184,7492,2024-09-02,59,1,worn,Too large,ineligible
2185,10247,2024-09-16,39,1,new,Wrong item,ineligible
2186,12035,2025-02-20,29,1,tried-on,Too small,ineligible
2187,10127,2025-01-04,55,1,tried-on,Defective,ineligible
2188,2242,2024-01-30,32,1,new,Defective,ineligible
2189,15303,2025-08-25,28,1,new,Too large,ineligible
2190,10662,2023-12-22,22,1,worn,Too small,ineligible
2191,14492,2024-08-31,36,1,new,Too small,needs_review
2192,7241,2025-11-03,15,1,tried-on,Changed mind,eligible
2193,5071,2024-08-15,26,1,tried-on,Wrong item,eligible
2194,2787,2025-07-20,31,1,new,Too small,ineligible
2195,8488,2024-12-27,19,1,new,Defective,ineligible
2196,3138,2025-10-10,13,1,new,Changed mind,eligible
2197,15149,2024-11-11,55,0,new,Changed mind,ineligible
2198,5770,2024-03-18,58,1,new,Too large,ineligible
2199,180,2023-12-29,0,1,tried-on,Too small,eligible
2200,10227,2024-03-15,15,1,new,Too small,needs_review
2201,2205,2025-05-20,11,1,new,Wrong item,eligible
2202,15239,2024-02-24,56,1,new,Too large,ineligible
2203,5373,2025-07-24,35,1,tried-on,Changed mind,ineligible
2204,12634,2024-10-14,14,1,new,Too small,eligible
2205,10033,2024-06-03,28,1,new,Too small,eligible
2206,13080,2025-10-25,29,1,new,Defective,ineligible
2207,5251,2024-06-15,54,1,new,Too large,ineligible
2208,1930,2025-07-05,54,0,new,Changed mind,needs_review
2209,4138,2024-03-29,12,1,tried-on,Defective,eligible
2210,13174,2024-07-27,17,1,new,Too small,needs_review
2211,6679,2024-10-07,3,1,tried-on,Too small,eligible
2212,8456,2025-12-31,53,1,new,Too large,eligible
2213,9281,2024-09-24,58,1,new,No reason,ineligible
2214,14754,2025-07-17,36,1,tried-on,Wrong item,needs_review
2215,3747,2024-08-03,0,1,new,Too large,eligible
2216,10355,2025-06-18,46,1,new,Wrong item,ineligible
2217,11150,2025-09-24,60,1,new,No reason,ineligible
2218,10916,2025-03-20,32,1,new,Defective,needs_review
2219,5624,2025-09-10,8,1,new,Wrong item,eligible
2220,15584,2024-04-19,15,0,tried-on,Defective,needs_review
2221,15795,2024-09-01,32,1,tried-on,Too large,needs_review
2222,6842,2024-02-16,2,1,damaged,No reason,ineligible
2223,10505,2024-02-06,46,0,tried-on,Defective,ineligible
2224,9195,2024-05-29,17,1,tried-on,Wrong item,needs_review
2225,3329,2024-09-08,50,1,tried-on,Changed mind,ineligible
2226,14117,2025-02-18,46,1,worn,No reason,ineligible
2227,4792,2024-06-06,27,0,tried-on,Too small,needs_review
2228,7275,2024-07-23,36,1,tried-on,Too large,ineligible
2229,12105,2024-05-05,46,0,new,Too large,ineligible
2230,15931,2024-01-26,53,1,new,Wrong item,ineligible
2231,1093,2024-01-28,34,1,new,Too large,needs_review
2232,15848,2024-01-09,22,1,damaged,Defective,ineligible
2233,13042,2025-08-02,35,0,new,Changed mind,needs_review
2234,5954,2025-10-16,60,1,tried-on,Defective,ineligible
2235,12193,2025-01-27,45,1,tried-on,Defective,ineligible
2236,10114,2024-02-02,28,1,tried-on,Too large,ineligible
2237,12365,2023-12-13,20,0,worn,Wrong item,ineligible
2238,15981,2024-11-13,39,0,new,Too large,ineligible
2239,5994,2024-02-15,12,1,new,Changed mind,eligible
2240,11210,2024-11-24,38,0,tried-on,Wrong item,ineligible
2241,3840,2025-05-31,54,1,new,Defective,ineligible
2242,1379,2025-01-06,38,1,new,Too large,eligible
2243,15681,2025-04-06,11,1,new,Changed mind,eligible
2244,12443,2025-03-26,50,1,new,Too small,ineligible
2245,6802,2025-08-19,10,1,tried-on,Defective,eligible
2246,7890,2024-01-17,49,1,worn,Changed mind,ineligible
2247,8247,2025-09-06,1,1,new,No reason,eligible
2248,657,2024-06-12,7,1,new,Wrong item,eligible
2249,851,2025-01-14,30,1,new,Too large,eligible
2250,1309,2025-06-12,57,1,damaged,No reason,ineligible
2251,8911,2024-05-22,58,1,new,Defective,ineligible
2252,5296,2024-06-10,31,1,new,Wrong item,ineligible
2253,5262,2025-08-01,5,1,new,Wrong item,eligible
2254,15163,2025-12-23,60,1,new,Changed mind,ineligible
2255,1818,2023-12-30,41,1,new,Changed mind,ineligible
2256,4073,2025-06-30,6,1,new,Too small,eligible
2257,4488,2025-08-31,34,0,new,No reason,needs_review
2258,11370,2024-11-07,9,1,new,Changed mind,eligible
2259,1739,2024-09-15,1,1,new,Wrong item,eligible
2260,8820,2024-06-04,21,1,new,Wrong item,ineligible
2261,11064,2024-06-24,6,1,new,Changed mind,eligible
2262,9501,2024-04-06,9,0,new,Defective,needs_review
2263,13012,2024-04-04,9,1,new,Changed mind,eligible
2264,6742,2024-10-18,40,1,new,Defective,ineligible
2265,10248,2024-09-30,53,1,tried-on,Defective,ineligible
2266,10327,2023-11-28,19,0,new,Defective,needs_review
2267,15184,2024-07-27,8,1,worn,No reason,ineligible
2268,10469,2024-12-01,48,1,tried-on,Wrong item,ineligible
2269,8447,2024-08-20,54,1,tried-on,Defective,eligible
2270,1987,2025-07-04,57,0,tried-on,Too large,ineligible
2271,590,2024-01-10,32,1,new,Too small,ineligible
2272,14525,2025-03-18,9,1,new,Changed mind,eligible
2273,7206,2024-09-06,23,1,new,Defective,ineligible
2274,14134,2025-07-12,35,1,tried-on,Wrong item,needs_review
2275,8078,2023-12-17,29,1,tried-on,Too small,eligible
2276,10647,2024-04-18,38,1,new,Too small,ineligible
2277,2421,2024-03-24,24,1,worn,Too small,ineligible
2278,13905,2024-05-31,29,1,new,Wrong item,ineligible
2279,8412,2024-02-02,28,1,worn,Changed mind,ineligible
2280,15039,2025-04-11,38,0,worn,Too small,ineligible
2281,14221,2025-09-12,53,1,new,No reason,ineligible
2282,8096,2024-12-26,29,1,new,Changed mind,eligible
2283,13644,2025-09-12,19,1,tried-on,Too small,eligible
2284,14043,2024-10-04,42,1,new,Too small,ineligible
2285,8904,2025-06-28,14,1,new,No reason,eligible
2286,4620,2025-08-12,32,1,damaged,Too large,ineligible
2287,9520,2025-11-19,52,1,new,Wrong item,ineligible
2288,3573,2025-10-09,49,1,tried-on,Too small,ineligible
2289,7410,2024-07-11,7,1,new,Changed mind,eligible
2290,8345,2025-08-20,35,1,new,Too large,needs_review
2291,3934,2024-11-23,31,1,new,Wrong item,needs_review
2292,9974,2025-11-14,52,1,new,No reason,ineligible
2293,10087,2025-01-17,7,1,new,Changed mind,eligible
2294,15258,2024-06-18,1,1,new,No reason,eligible
2295,2909,2025-09-17,35,1,new,Changed mind,ineligible
2296,5666,2025-09-12,33,1,new,Too large,ineligible
2297,10303,2025-09-05,58,1,new,No reason,eligible
2298,3149,2025-05-23,40,1,new,Wrong item,ineligible
2299,5041,2025-03-10,48,1,new,Changed mind,ineligible
2300,10188,2025-04-05,1,1,new,Changed mind,ineligible
2301,15830,2025-11-10,8,1,tried-on,Too small,eligible
2302,8384,2024-06-06,19,1,worn,Wrong item,ineligible
2303,6432,2024-11-11,56,1,worn,Wrong item,ineligible
2304,3005,2025-11-25,43,1,worn,Too small,ineligible
2305,6048,2024-03-21,16,1,damaged,Too small,ineligible
2306,5572,2024-04-24,17,1,new,Wrong item,needs_review
2307,853,2025-01-29,45,1,worn,No reason,ineligible
2308,9095,2025-01-27,37,1,damaged,Wrong item,ineligible
2309,11326,2025-09-30,19,1,new,Too small,needs_review
2310,15440,2025-01-10,32,1,tried-on,Defective,eligible
2311,13275,2025-07-30,7,1,tried-on,Too large,eligible
2312,1530,2025-02-14,49,1,new,Too small,ineligible
2313,1363,2025-08-17,51,1,new,Too small,ineligible
2314,15215,2023-11-18,1,1,new,Changed mind,eligible
2315,13921,2024-12-26,35,1,tried-on,Wrong item,needs_review
2316,14120,2024-12-29,56,0,tried-on,Wrong item,ineligible
2317,1206,2024-06-07,50,1,new,Too small,ineligible
2318,1583,2025-01-18,10,1,new,No reason,eligible
2319,3392,2025-08-25,33,1,new,Defective,ineligible
2320,4336,2025-04-05,15,1,new,Wrong item,ineligible
2321,15188,2024-01-04,13,1,new,No reason,eligible
2322,3102,2024-09-07,28,1,new,Changed mind,ineligible
2323,9515,2024-10-17,22,1,new,Defective,ineligible
2324,1878,2025-01-24,6,1,worn,Changed mind,ineligible
2325,776,2025-04-10,46,1,new,Wrong item,ineligible
2326,15459,2024-12-28,24,1,tried-on,Wrong item,eligible
2327,8633,2025-05-04,28,1,damaged,Too large,ineligible
2328,10503,2024-05-25,60,1,tried-on,No reason,ineligible
2329,15490,2024-11-28,49,1,tried-on,No reason,ineligible
2330,5676,2025-08-23,0,1,new,Defective,eligible
2331,5143,2025-03-05,23,1,new,Defective,ineligible
2332,2670,2024-12-29,52,1,new,Defective,ineligible
2333,90,2024-03-06,6,1,new,Changed mind,eligible
2334,5033,2025-05-16,3,1,tried-on,Too large,eligible
2335,3747,2024-08-28,25,1,new,Too large,eligible
2336,10762,2025-04-20,57,1,new,Changed mind,ineligible
2337,935,2024-09-24,3,1,new,Changed mind,eligible
2338,4661,2025-09-08,11,1,new,No reason,eligible
2339,11048,2024-11-28,16,1,tried-on,Too small,eligible
2340,6903,2024-10-04,32,1,tried-on,Too small,eligible
2341,12701,2024-09-21,7,1,new,Changed mind,eligible
2342,3100,2023-12-05,19,1,new,No reason,eligible
2343,14774,2025-02-11,36,0,tried-on,Too large,ineligible
2344,15159,2025-05-26,10,1,tried-on,Too large,eligible
2345,1421,2025-03-20,40,1,new,Wrong item,ineligible
2346,9448,2024-12-17,22,0,new,Too large,needs_review
2347,6941,2024-06-23,59,1,tried-on,Changed mind,ineligible
2348,7582,2024-02-06,47,1,new,Too large,ineligible
2349,6478,2025-04-25,6,1,worn,Wrong item,ineligible
2350,8933,2025-06-05,16,0,worn,No reason,ineligible
2351,12185,2024-06-21,59,1,new,Too small,ineligible
2352,4440,2024-05-28,12,1,new,No reason,eligible
2353,9936,2024-11-17,48,1,new,Changed mind,ineligible
2354,15173,2024-09-17,22,1,new,No reason,ineligible
2355,10143,2024-10-05,20,1,new,Wrong item,eligible
2356,12102,2025-01-26,29,1,tried-on,Wrong item,ineligible
2357,12845,2025-07-01,39,1,tried-on,Too small,ineligible
2358,6083,2025-03-05,49,0,new,Too small,ineligible
2359,6715,2023-12-16,34,1,new,Too small,needs_review
2360,11281,2025-05-01,23,1,new,Wrong item,eligible
2361,13227,2024-12-18,59,1,tried-on,Too small,ineligible
2362,10985,2025-10-01,34,1,new,Wrong item,ineligible
2363,2735,2024-01-16,4,1,new,Defective,eligible
2364,5773,2024-09-25,57,1,tried-on,Too small,ineligible
2365,11816,2024-03-06,35,0,new,Defective,needs_review
2366,10646,2024-10-05,15,1,new,Too large,eligible
2367,3367,2024-05-05,28,1,worn,Too large,ineligible
2368,12413,2024-08-16,3,1,new,Too small,eligible
2369,14164,2023-12-26,26,1,new,No reason,eligible
2370,1257,2025-03-21,6,1,new,Too large,eligible
2371,14148,2024-05-05,28,1,tried-on,No reason,eligible
2372,1088,2024-12-30,51,1,new,No reason,ineligible
2373,11188,2025-04-21,11,1,new,Too small,eligible
2374,8901,2025-12-21,53,1,new,Too small,ineligible
2375,14610,2025-11-15,53,1,tried-on,Wrong item,ineligible
2376,12201,2024-07-30,49,1,new,Changed mind,ineligible
2377,8341,2024-10-24,5,1,new,No reason,eligible
2378,4617,2025-06-03,34,1,new,Too large,ineligible
2379,12776,2024-05-10,14,1,new,Changed mind,eligible
2380,1616,2024-01-09,27,1,new,Changed mind,ineligible
2381,14507,2025-07-31,9,1,tried-on,No reason,ineligible
2382,201,2024-04-20,6,1,new,Too large,eligible
2383,2383,2025-03-22,23,1,new,Changed mind,eligible
2384,482,2025-05-15,30,1,new,Too large,eligible
2385,12547,2024-02-13,56,1,new,Too small,ineligible
2386,15395,2025-02-17,28,1,tried-on,No reason,eligible
2387,7070,2025-07-17,33,1,tried-on,Wrong item,needs_review
2388,853,2025-01-27,43,1,tried-on,Too small,eligible
2389,8664,2025-01-24,21,1,tried-on,No reason,eligible
2390,12299,2025-04-20,19,1,new,Defective,eligible
2391,10147,2025-06-30,53,1,worn,No reason,ineligible
2392,14925,2024-08-28,6,1,new,Changed mind,eligible
2393,15415,2025-11-13,47,1,new,Defective,ineligible
2394,15695,2025-06-23,59,1,tried-on,Wrong item,ineligible
2395,9899,2025-11-15,7,0,new,Changed mind,needs_review
2396,9023,2025-09-15,39,1,worn,Changed mind,ineligible
2397,12882,2024-05-22,50,1,new,Wrong item,ineligible
2398,13843,2024-04-12,58,1,tried-on,Changed mind,ineligible
2399,14728,2024-10-05,12,1,worn,Defective,ineligible
2400,12521,2025-10-31,58,0,tried-on,Too large,ineligible
2401,9826,2025-07-30,3,1,tried-on,Defective,eligible
2402,10573,2023-12-01,8,1,tried-on,Defective,eligible
2403,13072,2025-09-04,40,1,tried-on,Wrong item,ineligible
2404,6898,2025-08-11,55,1,tried-on,Too small,ineligible
2405,7160,2024-10-10,55,1,new,Too large,ineligible
2406,11634,2024-11-23,15,1,tried-on,Defective,needs_review
2407,7628,2025-03-16,36,1,tried-on,Changed mind,needs_review
2408,12204,2025-11-10,25,0,tried-on,Too large,needs_review
2409,6172,2024-07-30,10,0,new,Changed mind,needs_review
2410,941,2024-02-28,17,1,worn,No reason,ineligible
2411,10381,2024-06-10,52,1,new,No reason,ineligible
2412,13723,2024-01-23,12,1,tried-on,Wrong item,eligible
2413,14622,2025-04-05,44,1,new,Too small,ineligible
2414,7301,2023-12-26,38,1,tried-on,Defective,eligible
2415,14466,2025-07-28,12,0,new,Changed mind,needs_review
2416,2125,2024-12-29,5,1,tried-on,Wrong item,eligible
2417,8364,2024-04-29,16,1,new,Defective,eligible
2418,935,2024-11-04,44,1,new,Changed mind,ineligible
