order_id,customer_id,order_date,channel,payment_method,total_value
3957,1471,2025-02-15,online,giftcard,52.94
3958,1486,2025-04-15,online,paypal,5956.1
3959,1005,2024-09-30,store,applepay,294.55
3960,156,2023-11-09,online,paypal,2808.29
3961,115,2025-01-16,online,card,69.86
3962,1038,2024-02-13,store,applepay,1221.53
3963,723,2025-06-25,store,giftcard,1227.84
3964,185,2025-01-15,store,paypal,243.9
3965,300,2025-03-04,online,card,167.68
3966,904,2024-03-21,online,paypal,211.75
3967,297,2025-08-20,online,giftcard,183.61
3968,644,2025-01-10,store,card,97.79
3969,1227,2025-03-04,online,paypal,66.59
3970,355,2025-05-28,online,card,34.09
3971,942,2024-05-06,store,paypal,671.33
3972,1004,2025-01-24,online,applepay,53.31
3973,632,2025-03-28,online,card,198.24
3974,830,2025-09-02,store,card,4324.44
3975,777,2025-01-25,store,paypal,123.07
3976,1250,2024-07-20,store,paypal,56.47
3977,971,2025-05-26,store,card,101.02
3978,820,2025-05-11,online,paypal,211.53
3979,1238,2024-05-15,store,card,249.08
3980,586,2023-12-22,online,card,2576.09
3981,1441,2024-10-28,store,card,110.24
3982,1188,2025-07-11,online,paypal,41.36
3983,486,2025-10-23,store,applepay,101.92
3984,159,2025-08-04,online,paypal,14.77
3985,84,2025-11-06,store,card,102.22
3986,1375,2025-10-31,online,applepay,2617.28
3987,1008,2025-01-17,online,applepay,96.88
3988,1113,2024-08-15,online,card,30.25
3989,1264,2024-02-19,online,applepay,2240.63
3990,687,2025-07-20,store,giftcard,47.92
3991,1226,2024-12-01,online,applepay,60.41
3992,536,2025-08-30,store,card,136.02
3993,412,2024-06-01,online,paypal,11.85
3994,1175,2024-06-14,store,applepay,137.69
3995,989,2025-06-25,store,applepay,914.72
3996,1350,2025-04-05,online,giftcard,876.56
3997,863,2025-01-24,store,giftcard,1965.61
3998,1307,2024-02-20,online,applepay,243.41
3999,1166,2024-12-10,online,paypal,118.51
4000,1259,2023-11-12,online,card,78.73
4001,345,2025-08-25,online,applepay,35.16
4002,835,2025-08-17,online,card,49.44
4003,992,2024-05-01,online,giftcard,2345.45
4004,145,2025-08-01,online,paypal,2735.77
4005,372,2024-07-12,store,applepay,174.12
4006,1238,2025-06-12,store,giftcard,280.41
4007,124,2025-05-22,online,card,80.89
4008,383,2024-04-09,online,giftcard,167.53
4009,394,2024-10-12,store,paypal,1298.56
4010,1365,2024-12-25,online,giftcard,101.43
4011,1310,2025-03-04,online,applepay,141.26
4012,972,2024-04-21,store,applepay,110.56
4013,302,2024-12-14,store,card,235.31
4014,350,2025-01-27,online,paypal,159.86
4015,526,2025-09-22,online,card,155.27
4016,818,2024-02-18,online,giftcard,2216.81
4017,549,2025-04-08,online,giftcard,5608.31
4018,776,2024-01-13,store,card,48.29
4019,578,2024-07-31,store,card,2388.61
4020,222,2025-06-08,online,card,207.47
4021,145,2024-01-06,online,card,205.42
4022,536,2024-05-20,store,applepay,88.93
4023,657,2024-02-26,online,giftcard,3657.46
4024,1153,2025-03-04,store,applepay,212.97
4025,416,2023-11-13,online,paypal,69.13
4026,144,2025-10-31,online,paypal,747.34
4027,235,2025-08-07,store,applepay,2851.9
4028,215,2023-11-18,online,giftcard,106.82
4029,799,2025-01-19,online,card,2027.28
4030,1416,2024-01-19,store,card,111.42
4031,708,2024-04-28,online,applepay,173.99
4032,1112,2025-01-09,online,giftcard,119.13
4033,1483,2024-07-16,online,card,163.78
4034,837,2025-05-23,store,giftcard,66.24
4035,111,2024-06-22,store,card,3408.04
4036,1158,2024-11-27,online,applepay,316.12
4037,188,2024-09-28,store,paypal,945.31
4038,703,2024-10-01,online,applepay,175.28
4039,922,2025-04-06,store,card,2458.22
4040,1400,2024-04-18,store,applepay,3910.68
4041,677,2025-04-11,online,paypal,1535.51
4042,1006,2025-07-08,online,paypal,2739.98
4043,16,2024-05-12,online,applepay,11184.89
4044,1188,2024-05-29,store,paypal,6060.91
4045,769,2024-03-07,online,giftcard,930.21
4046,1159,2024-10-27,online,paypal,1597.59
4047,360,2025-07-01,online,giftcard,198.19
4048,763,2024-04-11,online,paypal,20.8
4049,449,2024-08-03,online,giftcard,26.73
4050,1358,2025-10-10,store,paypal,1889.82
4051,967,2023-12-29,store,card,178.32
4052,109,2025-11-01,online,applepay,1057.56
4053,778,2025-07-29,store,card,4491.87
4054,840,2024-11-19,store,paypal,124.01
4055,810,2024-02-11,store,applepay,2731.73
4056,1374,2024-09-29,store,paypal,193.21
4057,434,2025-07-24,online,card,134.55
4058,900,2025-10-04,online,card,273.23
4059,161,2023-11-22,online,paypal,147.54
4060,452,2024-03-29,online,applepay,1126.38
4061,871,2025-10-25,online,applepay,3383.63
4062,685,2024-07-16,store,card,3511.63
4063,250,2025-07-01,online,card,17.48
4064,726,2025-10-28,online,applepay,37.32
4065,1078,2024-12-07,online,paypal,59.35
4066,1028,2024-06-16,online,card,86.19
4067,498,2024-10-16,online,applepay,1675.06
4068,1133,2025-11-02,online,applepay,157.85
4069,396,2025-01-31,online,paypal,695.59
4070,1492,2025-08-18,store,card,2247.47
4071,324,2025-10-19,online,paypal,100.15
4072,662,2025-06-01,online,card,10.0
4073,1375,2024-10-28,store,applepay,3894.98
4074,332,2023-12-25,store,applepay,8.35
4075,1480,2025-03-21,online,card,53.64
4076,918,2025-05-16,online,card,237.4
4077,577,2024-01-27,store,giftcard,102.92
4078,262,2025-04-09,online,paypal,170.18
4079,1334,2025-09-04,online,card,30.85
4080,517,2025-01-24,online,applepay,16.08
4081,1139,2025-04-19,store,applepay,579.41
4082,137,2024-12-20,online,giftcard,123.46
4083,1459,2024-12-26,store,paypal,2804.21
4084,225,2025-07-07,store,card,56.9
4085,699,2024-11-13,online,giftcard,584.08
4086,1425,2025-03-23,online,applepay,40.0
4087,1186,2025-04-05,online,card,1324.26
4088,1131,2025-09-11,online,applepay,198.55
4089,108,2024-10-05,store,giftcard,5375.32
4090,1178,2025-09-19,online,applepay,220.42
4091,707,2024-02-17,online,card,52.91
4092,761,2025-04-10,store,giftcard,125.22
4093,575,2024-01-14,online,giftcard,104.96
4094,474,2025-01-03,online,applepay,2895.78
4095,1291,2023-12-28,online,applepay,48.86
4096,1015,2025-01-23,store,applepay,113.56
4097,661,2025-08-12,online,giftcard,157.45
4098,1028,2025-06-24,online,giftcard,7699.72
4099,1108,2024-12-25,store,card,79.83
4100,1098,2025-10-16,online,paypal,183.49
4101,1236,2024-05-17,online,giftcard,215.82
4102,537,2025-06-11,store,paypal,82.29
4103,1095,2025-03-31,store,card,83.41
4104,1347,2025-05-03,online,card,118.87
4105,1441,2025-02-24,store,giftcard,42.95
4106,612,2024-03-28,online,giftcard,66.07
4107,1415,2024-02-14,online,applepay,1141.49
4108,1130,2025-06-10,online,paypal,116.81
4109,1395,2024-09-02,store,card,274.38
4110,628,2025-08-20,store,applepay,1659.08
4111,999,2025-09-05,online,paypal,4214.6
4112,779,2024-07-29,store,giftcard,762.13
4113,115,2024-10-30,online,paypal,9681.46
4114,362,2025-02-26,online,applepay,6623.4
4115,1014,2024-09-05,store,paypal,39.02
4116,234,2024-10-28,online,giftcard,68.29
4117,62,2025-08-19,online,card,47.6
4118,119,2024-12-15,store,paypal,1549.55
4119,200,2024-03-26,store,applepay,71.93
4120,942,2025-01-28,online,card,118.41
4121,163,2024-01-12,online,giftcard,2847.37
4122,1,2024-05-26,online,applepay,30.99
4123,1436,2025-02-27,online,paypal,38.37
4124,1239,2025-05-22,online,card,74.99
4125,255,2025-10-17,store,giftcard,5614.3
4126,665,2024-07-26,online,paypal,211.38
4127,442,2025-07-31,online,card,201.05
4128,1132,2025-08-28,store,card,994.67
4129,994,2025-09-05,store,applepay,86.85
4130,1108,2024-01-19,online,giftcard,122.97
4131,598,2023-11-17,online,paypal,673.14
4132,697,2023-11-22,online,card,296.24
4133,175,2024-12-27,online,giftcard,1575.57
4134,604,2025-06-03,online,paypal,124.78
4135,1403,2025-02-17,store,card,47.86
4136,682,2024-08-09,online,paypal,972.39
4137,323,2025-04-08,store,card,3051.19
4138,837,2024-07-04,store,paypal,5636.95
4139,825,2025-04-20,store,card,36.13
4140,829,2025-08-30,store,card,99.71
4141,1059,2024-12-03,store,card,963.34
4142,699,2024-03-16,store,card,2520.54
4143,805,2024-02-04,store,card,2295.68
4144,1400,2025-01-24,store,giftcard,6620.44
4145,1331,2024-11-30,store,giftcard,165.61
4146,873,2025-04-19,store,applepay,65.77
4147,51,2023-12-28,online,giftcard,81.05
4148,1264,2025-09-25,online,paypal,1740.09
4149,91,2024-08-21,online,giftcard,107.48
4150,1224,2024-02-11,online,applepay,91.44
4151,393,2024-12-28,store,card,36.76
4152,49,2025-08-26,online,applepay,4253.56
4153,48,2025-07-30,store,applepay,6620.62
4154,1053,2024-01-22,store,card,42.19
4155,885,2024-08-11,store,card,2069.73
4156,636,2024-01-04,online,giftcard,86.54
4157,463,2024-02-09,online,giftcard,49.08
4158,92,2024-05-02,online,paypal,42.28
4159,777,2024-03-05,store,applepay,3372.33
4160,1258,2024-10-19,online,giftcard,1310.9
4161,404,2024-08-03,online,giftcard,246.5
4162,976,2025-07-16,online,applepay,192.04
4163,846,2024-01-28,online,card,69.36
4164,529,2025-05-14,online,card,240.64
4165,4,2024-06-08,online,applepay,144.54
4166,1452,2024-05-30,store,applepay,62.0
4167,671,2025-10-31,online,paypal,135.32
4168,759,2024-09-05,online,paypal,165.67
4169,1101,2024-04-13,store,paypal,182.02
4170,254,2023-12-02,store,giftcard,186.78
4171,172,2024-09-26,store,paypal,1807.52
4172,564,2024-12-01,online,giftcard,45.55
4173,1457,2024-04-20,store,giftcard,164.49
4174,930,2024-03-29,online,giftcard,15.53
4175,170,2025-02-25,store,card,126.64
4176,552,2024-08-30,online,giftcard,208.28
4177,1160,2024-10-21,online,paypal,128.16
4178,145,2024-05-18,store,paypal,2848.36
4179,1216,2025-02-15,store,card,157.04
4180,39,2024-10-08,online,card,78.44
4181,313,2025-03-17,online,giftcard,80.4
4182,684,2024-11-28,store,applepay,2971.92
4183,972,2025-10-16,store,giftcard,74.91
4184,1081,2024-04-04,online,card,71.92
4185,824,2025-11-05,online,card,4784.72
4186,754,2025-02-04,online,card,42.18
4187,431,2024-01-10,store,card,4611.75
4188,971,2025-01-12,online,applepay,3825.56
4189,878,2024-10-25,online,card,186.35
4190,748,2024-05-06,online,giftcard,122.81
4191,1465,2024-01-05,online,paypal,146.71
4192,826,2025-07-23,store,applepay,177.89
4193,126,2023-12-13,store,applepay,629.27
4194,31,2024-07-15,online,card,43.22
4195,1158,2025-03-03,online,giftcard,1912.98
4196,748,2024-05-14,store,card,6775.45
4197,796,2025-01-04,store,card,238.51
4198,519,2025-09-08,online,giftcard,128.06
4199,1298,2025-04-05,online,card,127.05
4200,355,2024-02-25,online,card,43.14
4201,849,2025-03-22,store,giftcard,303.76
4202,833,2025-07-25,online,card,29.27
4203,330,2025-06-04,store,card,1709.71
4204,404,2024-12-17,online,paypal,4430.12
4205,571,2024-07-29,store,giftcard,673.59
4206,1318,2025-01-08,online,paypal,4230.34
4207,657,2024-06-27,store,applepay,232.7
4208,564,2024-08-13,store,applepay,48.0
4209,362,2023-11-13,store,applepay,122.61
4210,411,2024-12-12,store,applepay,4381.85
4211,164,2025-09-30,store,giftcard,18.32
4212,200,2025-11-08,store,giftcard,181.11
4213,138,2023-12-15,store,giftcard,3720.89
4214,558,2024-12-26,store,giftcard,2913.34
4215,930,2024-04-06,online,card,2456.06
4216,1327,2025-10-02,store,paypal,42.51
4217,1231,2024-05-20,store,applepay,217.3
4218,207,2025-05-28,online,giftcard,45.76
4219,1113,2025-10-10,online,card,104.24
4220,555,2025-03-01,online,card,123.07
4221,1060,2025-05-28,online,card,4402.03
4222,436,2025-10-17,online,applepay,58.1
4223,402,2024-01-23,store,giftcard,35.04
4224,759,2025-02-02,online,applepay,2025.53
4225,53,2024-06-14,online,giftcard,3511.9
4226,311,2024-02-06,store,giftcard,273.33
4227,304,2025-07-08,store,applepay,197.65
4228,510,2024-12-08,online,paypal,2862.71
4229,1118,2025-08-30,online,giftcard,1252.38
4230,822,2025-03-18,online,giftcard,30.05
4231,295,2024-05-12,store,paypal,203.81
4232,1433,2024-07-30,online,paypal,1893.28
4233,1069,2024-12-17,online,card,109.27
4234,693,2023-12-13,online,applepay,122.55
4235,875,2024-06-09,online,giftcard,876.4
4236,514,2025-02-03,store,applepay,28.81
4237,1285,2025-05-17,online,card,51.76
4238,1001,2024-06-21,store,paypal,94.98
4239,1058,2025-08-09,store,paypal,1003.2
4240,1457,2023-11-13,store,applepay,3505.12
4241,1415,2025-05-09,online,applepay,104.8
4242,1132,2024-02-06,store,applepay,23.89
4243,1309,2024-10-23,online,applepay,975.62
4244,140,2024-11-05,online,giftcard,172.04
4245,1286,2024-09-12,online,applepay,81.06
4246,832,2024-01-25,store,paypal,652.66
4247,835,2024-03-20,online,giftcard,60.25
4248,197,2024-05-02,store,paypal,2440.48
4249,1204,2024-10-24,online,giftcard,109.77
4250,415,2024-11-30,online,giftcard,2005.75
4251,61,2025-07-11,store,applepay,1758.18
4252,638,2024-06-22,store,card,39.25
4253,1379,2024-05-04,online,applepay,9609.12
4254,539,2025-02-06,store,applepay,70.2
4255,1232,2024-07-25,store,giftcard,135.65
4256,381,2024-05-13,online,card,8.07
4257,597,2024-01-12,store,applepay,826.3
4258,954,2025-04-05,store,giftcard,2706.3
4259,1274,2025-04-03,store,giftcard,34.29
4260,987,2024-03-28,store,giftcard,783.35
4261,1130,2024-04-18,online,giftcard,57.08
4262,122,2025-11-03,online,applepay,89.71
4263,650,2024-03-23,online,applepay,135.91
4264,572,2024-07-01,online,paypal,184.65
4265,1335,2025-06-13,online,giftcard,2936.36
4266,355,2024-10-15,online,card,5386.91
4267,1198,2023-12-30,online,paypal,201.92
4268,933,2025-09-11,store,card,2151.61
4269,1357,2025-03-22,online,card,157.06
4270,900,2025-01-15,store,giftcard,738.81
4271,1073,2025-07-30,store,giftcard,268.64
4272,745,2025-01-26,store,applepay,2878.9
4273,1024,2024-02-14,store,paypal,52.11
4274,1285,2025-08-29,store,applepay,71.79
4275,73,2025-01-01,online,card,107.51
4276,1348,2025-10-24,store,applepay,4285.94
4277,761,2024-11-04,online,applepay,227.87
4278,152,2023-12-15,store,applepay,74.13
4279,230,2025-05-16,store,card,109.54
4280,932,2025-06-09,store,paypal,5183.54
4281,65,2025-07-11,online,applepay,25.93
4282,1291,2025-09-04,online,giftcard,165.98
4283,1198,2025-04-08,online,applepay,57.14
4284,1330,2024-05-29,store,card,210.29
4285,1269,2024-07-24,online,card,235.75
4286,1013,2025-10-03,online,applepay,211.31
4287,125,2025-05-18,online,paypal,226.41
4288,1102,2025-09-03,online,card,227.97
4289,1354,2024-09-24,store,paypal,16.78
4290,180,2025-04-23,store,applepay,2552.89
4291,587,2024-02-09,online,paypal,370.67
4292,609,2024-07-01,store,applepay,5128.86
4293,15,2025-03-29,online,card,78.97
4294,198,2025-10-18,store,applepay,274.61
4295,571,2025-08-12,online,giftcard,2511.43
4296,380,2024-05-22,online,giftcard,173.29
4297,158,2023-11-21,online,paypal,145.59
4298,1245,2025-01-27,store,giftcard,24.98
4299,34,2025-05-12,online,applepay,73.34
4300,1001,2024-10-30,store,applepay,62.05
4301,72,2025-10-16,store,paypal,1405.21
4302,755,2025-04-06,store,applepay,99.57
4303,76,2024-05-20,store,giftcard,136.29
4304,1043,2025-07-30,online,paypal,152.81
4305,1171,2024-05-18,online,applepay,103.05
4306,697,2025-04-27,store,giftcard,92.32
4307,401,2024-07-29,online,paypal,81.21
4308,468,2024-07-03,online,card,2314.25
4309,636,2024-01-31,store,card,11975.35
4310,345,2024-10-28,online,applepay,3872.88
4311,785,2024-01-02,store,applepay,177.95
4312,858,2024-11-20,store,applepay,2037.12
4313,1483,2024-09-05,online,card,151.74
4314,807,2025-08-14,online,paypal,2671.2
4315,644,2025-04-14,store,card,971.31
4316,60,2025-01-03,store,card,176.46
4317,374,2024-01-18,online,paypal,148.25
4318,336,2024-05-05,online,paypal,48.34
4319,232,2024-05-04,online,applepay,5029.97
4320,85,2024-09-26,online,applepay,51.3
4321,1228,2024-05-11,online,card,94.42
4322,1163,2024-04-21,online,giftcard,123.96
4323,25,2024-07-01,online,paypal,66.79
4324,608,2025-04-28,store,card,4237.62
4325,1461,2024-10-05,store,card,5277.07
4326,502,2025-04-04,store,card,104.04
4327,1422,2024-12-08,store,applepay,81.32
4328,432,2025-06-26,online,card,73.77
4329,64,2025-07-15,online,card,700.0
4330,943,2025-05-13,online,giftcard,220.36
4331,232,2024-09-16,store,paypal,171.72
4332,979,2025-07-03,store,giftcard,134.57
4333,995,2024-02-26,store,paypal,95.63
4334,1464,2025-10-18,store,card,247.59
4335,1064,2025-04-28,online,applepay,99.99
4336,13,2025-09-24,store,paypal,69.68
4337,1000,2025-04-12,store,card,144.67
4338,63,2025-09-20,online,card,541.8
4339,1469,2024-11-15,store,card,4155.62
4340,264,2024-11-19,online,paypal,185.95
4341,368,2024-05-13,online,paypal,1325.52
4342,870,2025-07-21,online,paypal,74.7
4343,1444,2025-11-06,online,applepay,24.63
4344,1272,2024-02-20,store,applepay,712.79
4345,619,2024-01-26,store,paypal,4600.35
4346,239,2024-04-23,online,applepay,63.43
4347,1269,2023-12-29,online,giftcard,69.87
4348,1376,2025-03-14,store,applepay,270.58
4349,1221,2025-07-21,store,paypal,823.83
4350,1437,2025-01-03,online,paypal,1807.6
4351,431,2024-01-22,online,paypal,60.22
4352,820,2024-08-01,store,paypal,196.85
4353,43,2024-07-13,online,card,83.29
4354,712,2024-06-21,store,giftcard,2804.94
4355,358,2024-04-26,online,paypal,184.56
4356,712,2024-02-22,online,applepay,128.54
4357,755,2024-12-15,store,giftcard,270.19
4358,1407,2024-12-19,store,paypal,197.34
4359,1193,2025-08-31,store,giftcard,311.69
4360,1370,2025-02-23,online,card,204.89
4361,1060,2024-11-06,store,giftcard,88.75
4362,1467,2024-08-29,online,giftcard,164.41
4363,443,2024-06-26,store,applepay,3925.86
4364,890,2025-03-23,online,giftcard,98.6
4365,411,2025-03-25,online,paypal,4377.15
4366,549,2025-05-23,online,giftcard,133.57
4367,396,2025-08-19,store,paypal,3969.16
4368,792,2024-06-02,store,paypal,839.96
4369,168,2024-12-29,online,card,57.86
4370,1304,2024-03-29,store,giftcard,1729.93
4371,913,2025-10-01,store,giftcard,183.99
4372,268,2025-06-16,online,card,63.07
4373,1176,2024-09-21,store,paypal,128.16
4374,100,2024-09-26,online,applepay,177.98
4375,211,2024-11-06,online,card,10.83
4376,1268,2025-08-01,store,paypal,67.79
4377,1109,2024-02-03,store,giftcard,118.05
4378,566,2025-07-29,online,giftcard,158.05
4379,642,2025-11-02,online,applepay,197.65
4380,480,2024-12-03,store,card,159.97
4381,691,2024-02-02,store,card,142.13
4382,1356,2025-11-08,online,card,223.95
4383,544,2025-08-30,store,card,191.47
4384,310,2024-06-25,store,paypal,253.41
4385,548,2024-02-07,online,card,2471.51
4386,75,2025-09-04,store,card,3746.32
4387,1500,2024-12-19,store,paypal,6515.05
4388,1024,2025-10-01,store,paypal,2624.09
4389,13,2025-03-17,online,paypal,257.25
4390,171,2025-09-21,store,applepay,251.61
4391,1184,2024-03-20,online,card,55.49
4392,723,2024-08-23,online,card,284.61
4393,149,2024-06-21,store,card,2774.07
4394,333,2024-05-14,store,card,2522.15
4395,514,2023-12-10,store,applepay,139.81
4396,84,2025-02-05,online,card,835.31
4397,141,2025-04-28,store,applepay,940.42
4398,313,2024-06-15,online,giftcard,170.86
4399,425,2025-07-24,online,card,133.9
4400,916,2025-11-02,online,giftcard,144.07
4401,65,2025-11-06,online,giftcard,268.73
4402,784,2025-04-12,store,card,3577.73
4403,398,2025-03-07,online,giftcard,40.86
4404,12,2025-09-19,store,applepay,238.7
4405,704,2025-07-08,online,giftcard,225.42
4406,379,2024-11-06,store,giftcard,85.88
4407,1234,2024-03-29,online,paypal,239.74
4408,373,2025-05-05,online,giftcard,120.41
4409,1025,2024-04-02,store,card,4438.96
4410,74,2025-03-26,online,paypal,60.28
4411,1485,2024-03-07,online,paypal,57.3
4412,1455,2023-12-29,online,applepay,3572.9
4413,395,2025-06-04,store,giftcard,75.21
4414,421,2025-07-02,online,paypal,75.88
4415,1328,2025-04-14,online,paypal,4618.36
4416,1417,2024-05-31,store,applepay,71.6
4417,1051,2024-10-02,store,giftcard,186.81
4418,770,2024-02-28,store,giftcard,83.09
4419,676,2025-07-16,online,card,117.3
4420,669,2024-03-01,online,paypal,143.9
4421,554,2025-10-02,online,giftcard,87.42
4422,1174,2025-09-24,online,paypal,724.61
4423,925,2024-12-16,store,card,46.49
4424,214,2025-10-09,online,giftcard,122.01
4425,25,2024-01-16,online,giftcard,108.65
4426,21,2024-09-09,store,card,2534.35
4427,480,2025-07-10,online,paypal,141.23
4428,1128,2025-10-22,online,giftcard,6729.29
4429,1006,2025-09-07,online,giftcard,11101.47
4430,166,2024-06-29,store,giftcard,1793.86
4431,310,2025-09-22,online,giftcard,44.48
4432,476,2025-10-29,online,card,233.2
4433,1111,2025-06-14,store,applepay,93.95
4434,1115,2024-07-31,online,applepay,1880.89
4435,276,2023-11-15,store,card,107.51
4436,279,2024-03-25,store,paypal,2247.67
4437,187,2025-09-10,store,applepay,107.11
4438,1120,2025-03-27,online,card,79.93
4439,524,2025-02-15,store,paypal,3691.12
4440,1450,2024-07-19,store,applepay,39.16
4441,558,2024-12-15,online,applepay,168.15
4442,570,2024-01-13,store,giftcard,60.18
4443,1454,2024-08-05,online,applepay,1831.04
4444,1141,2025-07-27,online,applepay,30.35
4445,774,2025-09-30,store,applepay,35.54
4446,999,2025-05-20,online,card,115.24
4447,814,2024-08-01,store,paypal,5514.78
4448,1024,2025-02-20,online,card,3263.27
4449,145,2024-03-01,online,giftcard,165.1
4450,1291,2024-09-14,online,applepay,3553.74
4451,1102,2025-04-19,store,paypal,114.32
4452,929,2025-10-12,store,card,180.25
4453,545,2025-02-07,store,applepay,131.12
4454,1086,2023-12-25,store,applepay,155.67
4455,1347,2025-06-28,store,paypal,2612.77
4456,49,2025-08-20,online,applepay,103.7
4457,647,2024-09-16,store,applepay,597.0
4458,656,2025-10-17,online,card,214.1
4459,101,2025-03-13,store,paypal,3665.24
4460,616,2025-07-31,store,paypal,151.35
4461,958,2025-09-07,store,card,864.66
4462,1500,2025-08-24,online,card,123.21
4463,618,2025-06-22,store,giftcard,143.38
4464,827,2024-02-26,online,card,1127.99
4465,1073,2025-04-01,online,giftcard,130.74
4466,1393,2024-05-12,online,giftcard,286.07
4467,1379,2025-11-05,online,applepay,349.74
4468,1222,2024-09-14,store,giftcard,2029.49
4469,789,2024-06-08,online,applepay,3497.87
4470,1158,2024-02-20,store,paypal,3579.18
4471,1249,2024-02-06,store,giftcard,74.25
4472,340,2025-08-28,online,applepay,4251.61
4473,851,2025-08-01,online,paypal,54.82
4474,827,2025-03-17,store,card,220.92
4475,484,2024-02-26,online,paypal,100.97
4476,1196,2025-02-25,online,giftcard,193.72
4477,674,2024-02-19,online,paypal,51.29
4478,722,2024-09-21,store,giftcard,73.89
4479,701,2025-02-10,store,card,230.41
4480,988,2025-09-25,store,applepay,104.63
4481,555,2023-11-09,online,card,78.99
4482,157,2025-08-20,online,giftcard,182.83
4483,548,2025-04-20,store,paypal,19.63
4484,220,2025-08-27,store,paypal,58.17
4485,523,2024-07-28,online,giftcard,45.24
4486,1014,2025-01-20,store,giftcard,2013.77
4487,866,2024-04-09,online,giftcard,1066.01
4488,97,2025-02-26,online,giftcard,116.83
4489,968,2025-08-07,online,applepay,44.54
4490,268,2025-08-16,online,card,2821.11
4491,250,2024-02-12,store,paypal,1461.12
4492,104,2024-11-04,online,giftcard,54.98
4493,1205,2024-12-12,online,applepay,2730.62
4494,841,2025-08-11,store,giftcard,40.32
4495,439,2024-03-23,online,paypal,116.71
4496,110,2024-01-26,online,giftcard,50.15
4497,1442,2025-08-25,online,applepay,49.26
4498,1028,2024-06-29,store,giftcard,1111.11
4499,132,2024-04-14,online,giftcard,758.61
4500,1319,2025-05-07,store,giftcard,117.8
4501,1307,2024-08-18,store,card,155.63
4502,1277,2024-12-21,store,card,99.99
4503,117,2025-07-28,online,giftcard,44.82
4504,1354,2024-05-26,store,card,110.97
4505,376,2024-12-10,store,card,137.2
4506,176,2025-05-07,store,giftcard,3470.09
4507,1466,2025-09-22,online,giftcard,3080.11
4508,1233,2025-06-07,online,giftcard,123.46
4509,1188,2024-02-18,online,card,3069.95
4510,126,2025-06-23,online,card,37.71
4511,295,2025-04-10,store,card,196.62
4512,728,2024-02-01,online,applepay,53.84
4513,1175,2025-06-10,online,card,91.57
4514,535,2024-11-10,store,paypal,73.83
4515,314,2025-08-31,online,card,93.72
4516,1040,2025-10-29,online,giftcard,34.55
4517,884,2024-08-11,online,paypal,83.02
4518,728,2024-06-28,store,paypal,27.06
4519,851,2024-12-23,online,giftcard,19.71
4520,550,2024-11-21,store,applepay,72.2
4521,618,2025-10-07,store,card,277.43
4522,1237,2025-01-25,store,paypal,106.57
4523,864,2025-10-14,store,applepay,10239.63
4524,1181,2023-12-18,online,giftcard,76.75
4525,796,2025-09-09,store,card,4451.73
4526,658,2024-05-25,store,applepay,195.81
4527,1065,2025-03-19,store,card,55.99
4528,1413,2024-12-21,online,paypal,573.13
4529,518,2025-10-06,store,card,46.62
4530,1243,2024-03-08,store,applepay,103.43
4531,931,2024-05-09,store,applepay,2431.28
4532,84,2024-09-30,store,card,33.8
4533,1481,2023-12-19,store,giftcard,115.4
4534,109,2023-12-25,store,giftcard,130.96
4535,187,2024-01-12,online,paypal,163.95
4536,1341,2024-03-10,store,giftcard,19180.85
4537,1044,2025-06-16,online,giftcard,1628.9
4538,814,2025-07-13,store,giftcard,105.52
4539,1229,2025-03-22,online,giftcard,225.18
4540,1299,2024-11-25,online,paypal,122.58
4541,563,2024-08-09,store,paypal,140.13
4542,1075,2025-08-27,store,applepay,131.74
4543,1243,2025-05-27,store,paypal,58.39
4544,1177,2024-04-06,online,card,74.02
4545,489,2025-01-02,store,applepay,245.55
4546,1238,2025-10-28,online,paypal,122.83
4547,1047,2025-04-11,store,card,2893.85
4548,1312,2025-01-18,store,paypal,247.39
4549,487,2024-03-01,online,paypal,77.64
4550,1359,2024-11-25,store,card,104.37
4551,51,2024-02-11,store,card,10004.5
4552,1248,2025-04-08,online,card,44.96
4553,1137,2024-09-24,store,applepay,53.0
4554,1335,2024-11-13,store,paypal,43.32
4555,850,2024-02-26,store,applepay,4054.58
4556,104,2025-01-30,online,paypal,2538.56
4557,792,2025-02-10,online,applepay,82.08
4558,1372,2024-07-08,online,paypal,258.02
4559,1415,2024-11-27,online,paypal,220.2
4560,1481,2025-05-05,store,applepay,231.03
4561,349,2024-06-09,store,giftcard,67.28
4562,1144,2023-11-18,store,card,75.65
4563,1314,2024-11-15,online,applepay,31.58
4564,1104,2023-11-27,online,card,990.04
4565,592,2024-06-11,online,paypal,30.0
4566,30,2025-08-26,store,paypal,3668.47
4567,1208,2023-12-06,store,paypal,808.8
4568,327,2024-10-06,online,giftcard,781.53
4569,897,2024-07-24,store,paypal,116.9
4570,463,2025-09-15,store,paypal,101.35
4571,468,2024-12-28,online,applepay,146.6
4572,745,2023-12-02,store,applepay,207.07
4573,274,2025-01-06,store,card,12.13
4574,563,2024-04-07,store,card,160.82
4575,340,2024-03-15,online,applepay,158.04
4576,1021,2024-05-12,online,paypal,2290.89
4577,610,2024-06-22,online,giftcard,2493.47
4578,939,2024-02-23,online,card,60.76
4579,996,2024-02-10,store,paypal,341.93
4580,767,2024-04-14,online,applepay,3733.69
4581,552,2024-09-03,online,paypal,102.46
4582,317,2023-12-24,online,giftcard,756.74
